SurveyName,Surveyyear,Season,ID,Intid,Strat,Stratname,Selected,Counted,UnitID,GMU,U17A,U17TNWR,U18GNS,U18KANAROL,U18TNWR,AreaMi,centrlat,centrlon,adult,calf,unknown,datecounted,searchmin,comments,,,
TOGIAK NWR MAR 2017,2017,spring,5910-16120,744,H,HIGH,1,1,5910-16120,18,0,0,1,0,1,6.830,59.1833,-161.3750,13,4,0,3/19/17,29,,,,
TOGIAK NWR MAR 2017,2017,spring,5910-16115,745,H,HIGH,1,1,5910-16115,18,0,0,1,0,1,6.830,59.1833,-161.2917,42,9,0,3/14/17,37,,,,
TOGIAK NWR MAR 2017,2017,spring,5910-16110,746,H,HIGH,0,0,5910-16110,18,0,0,1,0,1,6.830,59.1833,-161.2083,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5910-16105,747,H,HIGH,0,0,5910-16105,18,0,0,1,0,1,6.830,59.1833,-161.1250,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5910-16010,758,H,HIGH,0,0,5910-16010,17A,1,1,0,0,0,6.830,59.1833,-160.2083,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5910-15935,765,H,HIGH,0,0,5910-15935,17A,1,1,0,0,0,6.830,59.1833,-159.6250,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5910-15925,767,H,HIGH,0,0,5910-15925,17C,0,1,0,0,0,6.830,59.1833,-159.4583,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5910-15920,768,H,HIGH,1,1,5910-15920,17C,0,1,0,0,0,6.830,59.1833,-159.3750,0,0,0,3/13/17,20,,,,
TOGIAK NWR MAR 2017,2017,spring,5910-15915,769,H,HIGH,1,1,5910-15915,17C,0,1,0,0,0,6.830,59.1833,-159.2917,0,0,0,3/13/17,13,,,,
TOGIAK NWR MAR 2017,2017,spring,5910-15905,771,H,HIGH,0,0,5910-15905,17C,0,1,0,0,0,6.830,59.1833,-159.1250,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5908-16125,778,H,HIGH,1,1,5908-16125,18,0,0,1,0,1,6.838,59.1500,-161.4583,12,8,0,3/19/17,39,,,,
TOGIAK NWR MAR 2017,2017,spring,5908-16120,779,H,HIGH,0,0,5908-16120,18,0,0,1,0,1,6.838,59.1500,-161.3750,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5908-16115,780,H,HIGH,1,1,5908-16115,18,0,0,1,0,1,6.838,59.1500,-161.2917,19,0,0,3/14/17,35,,,,
TOGIAK NWR MAR 2017,2017,spring,5908-16015,792,H,HIGH,1,1,5908-16015,17A,1,1,0,0,0,6.838,59.1500,-160.2917,90,21,0,3/12/17,43,,,,
TOGIAK NWR MAR 2017,2017,spring,5908-16010,793,H,HIGH,1,1,5908-16010,17A,1,1,0,0,0,6.838,59.1500,-160.2083,21,9,0,3/12/17,40,,,,
TOGIAK NWR MAR 2017,2017,spring,5908-15945,798,H,HIGH,0,0,5908-15945,17A,1,1,0,0,0,6.838,59.1500,-159.7917,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5908-15930,801,H,HIGH,1,1,5908-15930,17A,1,1,0,0,0,6.838,59.1500,-159.5417,0,0,0,3/12/17,8,,,,
TOGIAK NWR MAR 2017,2017,spring,5908-15925,802,H,HIGH,0,0,5908-15925,17C,0,1,0,0,0,6.838,59.1500,-159.4583,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5908-15920,803,H,HIGH,0,0,5908-15920,17C,0,1,0,0,0,6.838,59.1500,-159.3750,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5908-15915,804,H,HIGH,0,0,5908-15915,17C,0,1,0,0,0,6.838,59.1500,-159.2917,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5908-15905,806,H,HIGH,0,0,5908-15905,17C,0,1,0,0,0,6.838,59.1500,-159.1250,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5906-16110,815,H,HIGH,1,1,5906-16110,18,0,0,1,0,1,6.844,59.1167,-161.2083,3,4,0,3/14/17,26,,,,
TOGIAK NWR MAR 2017,2017,spring,5906-16050,819,H,HIGH,0,0,5906-16050,17A,1,1,0,0,0,6.844,59.1167,-160.8750,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5906-16045,820,H,HIGH,0,0,5906-16045,17A,1,1,0,0,0,6.844,59.1167,-160.7917,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5906-16025,824,H,HIGH,1,1,5906-16025,17A,1,1,0,0,0,6.844,59.1167,-160.4583,1,0,0,3/13/17,16,,,,
TOGIAK NWR MAR 2017,2017,spring,5906-16020,825,H,HIGH,0,0,5906-16020,17A,1,1,0,0,0,6.844,59.1167,-160.3750,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5906-16015,826,H,HIGH,0,0,5906-16015,17A,1,1,0,0,0,6.844,59.1167,-160.2917,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5906-16010,827,H,HIGH,1,1,5906-16010,17A,1,1,0,0,0,6.844,59.1167,-160.2083,0,0,0,3/12/17,21,,,,
TOGIAK NWR MAR 2017,2017,spring,5906-16000,829,H,HIGH,0,0,5906-16000,17A,1,1,0,0,0,6.844,59.1167,-160.0417,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5906-15925,836,H,HIGH,1,1,5906-15925,17C,0,1,0,0,0,6.844,59.1167,-159.4583,0,0,0,3/13/17,12,,,,
TOGIAK NWR MAR 2017,2017,spring,5906-15920,837,H,HIGH,1,1,5906-15920,17C,0,1,0,0,0,6.844,59.1167,-159.3750,0,0,0,3/13/17,12,,,,
TOGIAK NWR MAR 2017,2017,spring,5906-15915,838,H,HIGH,1,1,5906-15915,17C,0,1,0,0,0,6.844,59.1167,-159.2917,0,0,0,3/13/17,21,,,,
TOGIAK NWR MAR 2017,2017,spring,5906-15910,839,H,HIGH,0,0,5906-15910,17C,0,1,0,0,0,6.844,59.1167,-159.2083,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5906-15905,840,H,HIGH,0,0,5906-15905,17C,0,1,0,0,0,6.844,59.1167,-159.1250,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5904-16125,846,H,HIGH,1,1,5904-16125,18,0,0,1,0,1,6.850,59.0833,-161.4583,2,1,0,3/14/17,22,,,,
TOGIAK NWR MAR 2017,2017,spring,5904-16050,853,H,HIGH,0,0,5904-16050,17A,1,1,0,0,0,6.850,59.0833,-160.8750,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5904-16045,854,H,HIGH,1,1,5904-16045,17A,1,1,0,0,0,6.850,59.0833,-160.7917,1,1,0,3/13/17,30,,,,
TOGIAK NWR MAR 2017,2017,spring,5904-15950,865,H,HIGH,1,1,5904-15950,17A,1,1,0,0,0,6.850,59.0833,-159.8750,0,0,0,3/12/17,21,,,,
TOGIAK NWR MAR 2017,2017,spring,5904-15945,866,H,HIGH,1,1,5904-15945,17A,1,1,0,0,0,6.850,59.0833,-159.7917,4,1,0,3/12/17,28,,,,
TOGIAK NWR MAR 2017,2017,spring,5904-15940,867,H,HIGH,1,1,5904-15940,17A,1,1,0,0,0,6.850,59.0833,-159.7083,0,0,0,3/12/17,20,,,,
TOGIAK NWR MAR 2017,2017,spring,5904-15930,869,H,HIGH,1,1,5904-15930,17A,1,1,0,0,0,6.850,59.0833,-159.5417,0,0,0,3/12/17,13,,,,
TOGIAK NWR MAR 2017,2017,spring,5904-15925,870,H,HIGH,1,1,5904-15925,17C,0,1,0,0,0,6.850,59.0833,-159.4583,0,0,0,3/12/17,13,,,,
TOGIAK NWR MAR 2017,2017,spring,5904-15915,872,H,HIGH,0,0,5904-15915,17C,0,1,0,0,0,6.850,59.0833,-159.2917,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5904-15910,873,H,HIGH,0,0,5904-15910,17C,0,1,0,0,0,6.850,59.0833,-159.2083,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5904-15905,874,H,HIGH,1,1,5904-15905,17C,0,1,0,0,0,6.850,59.0833,-159.1250,1,0,1,3/11/17,30,,,,
TOGIAK NWR MAR 2017,2017,spring,5904-15900,875,H,HIGH,0,0,5904-15900,17C,0,1,0,0,0,6.850,59.0833,-159.0417,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5904-15850,877,H,HIGH,0,0,5904-15850,17C,0,1,0,0,0,6.850,59.0833,-158.8750,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5904-15835,880,H,HIGH,0,0,5904-15835,17C,0,1,0,0,0,6.850,59.0833,-158.6250,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5902-16105,889,H,HIGH,1,1,5902-16105,17A,1,1,0,0,0,6.857,59.0500,-161.1250,1,1,0,3/13/17,24,,,,
TOGIAK NWR MAR 2017,2017,spring,5902-16100,890,H,HIGH,0,0,5902-16100,17A,1,1,0,0,0,6.857,59.0500,-161.0417,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5902-16050,892,H,HIGH,0,0,5902-16050,17A,1,1,0,0,0,6.857,59.0500,-160.8750,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5902-16045,893,H,HIGH,0,0,5902-16045,17A,1,1,0,0,0,6.857,59.0500,-160.7917,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5902-16005,900,H,HIGH,0,0,5902-16005,17A,1,1,0,0,0,6.857,59.0500,-160.1250,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5902-15955,902,H,HIGH,0,0,5902-15955,17A,1,1,0,0,0,6.857,59.0500,-159.9583,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5902-15950,903,H,HIGH,0,0,5902-15950,17A,1,1,0,0,0,6.857,59.0500,-159.8750,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5902-15945,904,H,HIGH,0,0,5902-15945,17A,1,1,0,0,0,6.857,59.0500,-159.7917,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5902-15930,907,H,HIGH,0,0,5902-15930,17A,1,1,0,0,0,6.857,59.0500,-159.5417,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5902-15915,910,H,HIGH,1,1,5902-15915,17C,0,1,0,0,0,6.857,59.0500,-159.2917,2,2,0,3/11/17,20,,,,
TOGIAK NWR MAR 2017,2017,spring,5902-15910,911,H,HIGH,1,1,5902-15910,17C,0,1,0,0,0,6.857,59.0500,-159.2083,9,1,1,3/11/17,34,,,,
TOGIAK NWR MAR 2017,2017,spring,5902-15905,912,H,HIGH,0,0,5902-15905,17C,0,1,0,0,0,6.857,59.0500,-159.1250,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5902-15900,913,H,HIGH,1,1,5902-15900,17C,0,1,0,0,0,6.857,59.0500,-159.0417,0,0,0,3/11/17,29,,,,
TOGIAK NWR MAR 2017,2017,spring,5902-15855,914,H,HIGH,0,0,5902-15855,17C,0,1,0,0,0,6.857,59.0500,-158.9583,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5900-16050,930,H,HIGH,0,0,5900-16050,17A,1,1,0,0,0,6.864,59.0167,-160.8750,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5900-16045,931,H,HIGH,0,0,5900-16045,17A,1,1,0,0,0,6.864,59.0167,-160.7917,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5900-16005,936,H,HIGH,0,0,5900-16005,17A,1,1,0,0,0,6.864,59.0167,-160.1250,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5900-16000,937,H,HIGH,1,1,5900-16000,17A,1,1,0,0,0,6.864,59.0167,-160.0417,29,8,0,3/12/17,30,,,,
TOGIAK NWR MAR 2017,2017,spring,5900-15955,938,H,HIGH,0,0,5900-15955,17A,1,1,0,0,0,6.864,59.0167,-159.9583,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5900-15945,940,H,HIGH,0,0,5900-15945,17A,1,1,0,0,0,6.864,59.0167,-159.7917,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5900-15935,942,H,HIGH,0,0,5900-15935,17A,1,1,0,0,0,6.864,59.0167,-159.6250,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5900-15930,943,H,HIGH,0,0,5900-15930,17A,1,1,0,0,0,6.864,59.0167,-159.5417,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5900-15925,944,H,HIGH,1,1,5900-15925,17A,1,1,0,0,0,6.864,59.0167,-159.4583,0,0,0,3/11/17,17,,,,
TOGIAK NWR MAR 2017,2017,spring,5900-15920,945,H,HIGH,1,1,5900-15920,17C,0,1,0,0,0,6.864,59.0167,-159.3750,0,0,0,3/11/17,14,,,,
TOGIAK NWR MAR 2017,2017,spring,5900-15915,946,H,HIGH,1,1,5900-15915,17C,0,1,0,0,0,6.864,59.0167,-159.2917,3,1,2,3/13/17,33,,,,
TOGIAK NWR MAR 2017,2017,spring,5900-15910,947,H,HIGH,0,0,5900-15910,17C,0,1,0,0,0,6.864,59.0167,-159.2083,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5900-15900,949,H,HIGH,0,0,5900-15900,17C,0,1,0,0,0,6.864,59.0167,-159.0417,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5900-15855,950,H,HIGH,1,1,5900-15855,17C,0,1,0,0,0,6.864,59.0167,-158.9583,0,0,0,3/11/17,24,,,,
TOGIAK NWR MAR 2017,2017,spring,5900-15835,954,H,HIGH,0,0,5900-15835,17C,0,1,0,0,0,6.864,59.0167,-158.6250,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5858-16045,968,H,HIGH,0,0,5858-16045,17A,1,1,0,0,0,6.870,58.9833,-160.7917,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5858-16005,972,H,HIGH,1,1,5858-16005,17A,1,1,0,0,0,6.870,58.9833,-160.1250,99,30,0,3/12/17,55,,,,
TOGIAK NWR MAR 2017,2017,spring,5858-16000,973,H,HIGH,1,1,5858-16000,17A,1,1,0,0,0,6.870,58.9833,-160.0417,13,11,0,3/12/17,26,,,,
TOGIAK NWR MAR 2017,2017,spring,5858-15945,976,H,HIGH,0,0,5858-15945,17A,1,1,0,0,0,6.870,58.9833,-159.7917,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5858-15920,981,H,HIGH,0,0,5858-15920,17C,0,1,0,0,0,6.870,58.9833,-159.3750,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5858-15915,982,H,HIGH,0,0,5858-15915,17C,0,1,0,0,0,6.870,58.9833,-159.2917,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5858-15910,983,H,HIGH,0,0,5858-15910,17C,0,1,0,0,0,6.870,58.9833,-159.2083,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5858-15900,985,H,HIGH,0,0,5858-15900,17C,0,1,0,0,0,6.870,58.9833,-159.0417,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5858-15855,986,H,HIGH,0,0,5858-15855,17C,0,1,0,0,0,6.870,58.9833,-158.9583,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5858-15840,989,H,HIGH,0,0,5858-15840,17C,0,1,0,0,0,6.870,58.9833,-158.7083,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5856-16110,997,H,HIGH,1,1,5856-16110,17A,1,1,0,0,0,6.877,58.9500,-161.2083,11,3,0,3/14/17,16,,,,
TOGIAK NWR MAR 2017,2017,spring,5856-16050,1001,H,HIGH,0,0,5856-16050,17A,1,1,0,0,0,6.877,58.9500,-160.8750,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5856-16045,1002,H,HIGH,1,1,5856-16045,17A,1,1,0,0,0,6.877,58.9500,-160.7917,8,6,0,3/13/17,26,,,,
TOGIAK NWR MAR 2017,2017,spring,5856-15955,1008,H,HIGH,0,0,5856-15955,17A,1,1,0,0,0,6.877,58.9500,-159.9583,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5856-15950,1009,H,HIGH,0,0,5856-15950,17A,1,1,0,0,0,6.877,58.9500,-159.8750,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5856-15945,1010,H,HIGH,1,1,5856-15945,17A,1,1,0,0,0,6.877,58.9500,-159.7917,33,14,1,3/13/17,32,,,,
TOGIAK NWR MAR 2017,2017,spring,5856-15940,1011,H,HIGH,0,0,5856-15940,17A,1,1,0,0,0,6.877,58.9500,-159.7083,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5856-15935,1012,H,HIGH,0,0,5856-15935,17A,1,1,0,0,0,6.877,58.9500,-159.6250,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5856-15915,1016,H,HIGH,0,0,5856-15915,17C,0,1,0,0,0,6.877,58.9500,-159.2917,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5856-15910,1017,H,HIGH,1,1,5856-15910,17C,0,1,0,0,0,6.877,58.9500,-159.2083,7,0,2,3/11/17,23,,,,
TOGIAK NWR MAR 2017,2017,spring,5856-15840,1023,H,HIGH,0,0,5856-15840,17C,0,1,0,0,0,6.877,58.9500,-158.7083,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5856-15835,1024,H,HIGH,0,0,5856-15835,17C,0,1,0,0,0,6.877,58.9500,-158.6250,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5854-16110,1031,H,HIGH,1,1,5854-16110,17A,1,1,0,0,0,6.883,58.9167,-161.2083,1,0,0,3/14/17,20,,,,
TOGIAK NWR MAR 2017,2017,spring,5854-16000,1039,H,HIGH,0,0,5854-16000,17A,1,1,0,0,0,6.883,58.9167,-160.0417,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5854-15950,1041,H,HIGH,0,0,5854-15950,17A,1,1,0,0,0,6.883,58.9167,-159.8750,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5854-15945,1042,H,HIGH,0,0,5854-15945,17A,1,1,0,0,0,6.883,58.9167,-159.7917,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5854-15920,1047,H,HIGH,0,0,5854-15920,17C,0,1,0,0,0,6.883,58.9167,-159.3750,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5854-15915,1048,H,HIGH,0,0,5854-15915,17C,0,1,0,0,0,6.883,58.9167,-159.2917,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5854-15910,1049,H,HIGH,1,1,5854-15910,17C,0,1,0,0,0,6.883,58.9167,-159.2083,1,1,0,3/11/17,16,,,,
TOGIAK NWR MAR 2017,2017,spring,5854-15855,1052,H,HIGH,1,1,5854-15855,17C,0,1,0,0,0,6.883,58.9167,-158.9583,0,0,0,3/11/17,12,,,,
TOGIAK NWR MAR 2017,2017,spring,5854-15840,1055,H,HIGH,0,0,5854-15840,17C,0,1,0,0,0,6.883,58.9167,-158.7083,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5852-16110,1063,H,HIGH,0,0,5852-16110,17A,1,1,0,0,0,6.890,58.8833,-161.2083,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5852-15930,1076,H,HIGH,0,0,5852-15930,17A,1,1,0,0,0,6.890,58.8833,-159.5417,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5852-15925,1077,H,HIGH,1,1,5852-15925,17A,1,1,0,0,0,6.890,58.8833,-159.4583,0,0,0,3/11/17,8,,,,
TOGIAK NWR MAR 2017,2017,spring,5852-15915,1079,H,HIGH,0,0,5852-15915,17C,0,1,0,0,0,6.890,58.8833,-159.2917,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5850-15950,1097,H,HIGH,0,0,5850-15950,17A,1,1,0,0,0,6.897,58.8500,-159.8750,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5850-15915,1104,H,HIGH,1,1,5850-15915,17C,0,1,0,0,0,6.897,58.8500,-159.2917,3,3,0,3/11/17,19,,,,
TOGIAK NWR MAR 2017,2017,spring,5850-15910,1105,H,HIGH,1,1,5850-15910,17C,0,1,0,0,0,6.897,58.8500,-159.2083,0,0,0,3/11/17,16,,,,
TOGIAK NWR MAR 2017,2017,spring,5848-15950,1120,H,HIGH,1,1,5848-15950,17A,1,1,0,0,0,6.903,58.8167,-159.8750,3,2,0,3/13/17,19,,,,
TOGIAK NWR MAR 2017,2017,spring,6006-15945,1,L,LOW,0,0,6006-15945,17B,0,1,0,0,0,6.644,60.1167,-159.7917,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,6006-15940,2,L,LOW,0,0,6006-15940,17B,0,1,0,0,0,6.644,60.1167,-159.7083,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,6006-15930,4,L,LOW,0,0,6006-15930,17B,0,1,0,0,0,6.644,60.1167,-159.5417,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,6004-15950,8,L,LOW,0,0,6004-15950,18,0,0,0,0,1,6.651,60.0833,-159.8750,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,6004-15945,9,L,LOW,0,0,6004-15945,17B,0,1,0,0,0,6.651,60.0833,-159.7917,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,6004-15940,10,L,LOW,0,0,6004-15940,17B,0,1,0,0,0,6.651,60.0833,-159.7083,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,6004-15935,11,L,LOW,0,0,6004-15935,17B,0,1,0,0,0,6.651,60.0833,-159.6250,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,6004-15930,12,L,LOW,0,0,6004-15930,17B,0,1,0,0,0,6.651,60.0833,-159.5417,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,6002-15955,15,L,LOW,1,1,6002-15955,18,0,0,0,0,1,6.658,60.0500,-159.9583,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,6002-15950,16,L,LOW,0,0,6002-15950,18,0,0,0,0,1,6.658,60.0500,-159.8750,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,6002-15945,17,L,LOW,0,0,6002-15945,18,0,0,0,0,1,6.658,60.0500,-159.7917,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,6002-15940,18,L,LOW,0,0,6002-15940,18,0,0,0,0,1,6.658,60.0500,-159.7083,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,6002-15935,19,L,LOW,0,0,6002-15935,18,0,0,0,0,1,6.658,60.0500,-159.6250,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,6002-15930,20,L,LOW,0,0,6002-15930,18,0,0,0,0,1,6.658,60.0500,-159.5417,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,6000-16020,23,L,LOW,0,0,6000-16020,18,0,0,0,1,1,6.664,60.0167,-160.3750,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,6000-16015,24,L,LOW,0,0,6000-16015,18,0,0,0,1,1,6.664,60.0167,-160.2917,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,6000-16010,25,L,LOW,0,0,6000-16010,18,0,0,0,0,1,6.664,60.0167,-160.2083,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,6000-16005,26,L,LOW,0,0,6000-16005,18,0,0,0,0,1,6.664,60.0167,-160.1250,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,6000-16000,27,L,LOW,0,0,6000-16000,18,0,0,0,0,1,6.664,60.0167,-160.0417,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,6000-15955,28,L,LOW,0,0,6000-15955,18,0,0,0,0,1,6.664,60.0167,-159.9583,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,6000-15950,29,L,LOW,0,0,6000-15950,18,0,0,0,0,1,6.664,60.0167,-159.8750,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,6000-15940,31,L,LOW,0,0,6000-15940,18,0,0,0,0,1,6.664,60.0167,-159.7083,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,6000-15935,32,L,LOW,0,0,6000-15935,18,0,0,0,0,1,6.664,60.0167,-159.6250,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5958-16020,37,L,LOW,0,0,5958-16020,18,0,0,0,1,1,6.671,59.9833,-160.3750,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5958-16015,38,L,LOW,0,0,5958-16015,18,0,0,0,1,1,6.671,59.9833,-160.2917,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5958-16010,39,L,LOW,0,0,5958-16010,18,0,0,0,0,1,6.671,59.9833,-160.2083,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5958-16005,40,L,LOW,0,0,5958-16005,18,0,0,0,0,1,6.671,59.9833,-160.1250,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5958-16000,41,L,LOW,0,0,5958-16000,18,0,0,0,0,1,6.671,59.9833,-160.0417,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5958-15955,42,L,LOW,0,0,5958-15955,18,0,0,0,0,1,6.671,59.9833,-159.9583,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5958-15950,43,L,LOW,0,0,5958-15950,17A,1,1,0,0,0,6.671,59.9833,-159.8750,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5958-15945,44,L,LOW,0,0,5958-15945,17A,1,1,0,0,0,6.671,59.9833,-159.7917,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5958-15940,45,L,LOW,0,0,5958-15940,17A,1,1,0,0,0,6.671,59.9833,-159.7083,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5958-15935,46,L,LOW,0,0,5958-15935,17A,1,1,0,0,0,6.671,59.9833,-159.6250,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5958-15925,48,L,LOW,0,0,5958-15925,17A,1,1,0,0,0,6.671,59.9833,-159.4583,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5956-16025,51,L,LOW,0,0,5956-16025,18,0,0,0,1,1,6.678,59.9500,-160.4583,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5956-16020,52,L,LOW,0,0,5956-16020,18,0,0,0,1,1,6.678,59.9500,-160.3750,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5956-16015,53,L,LOW,1,1,5956-16015,18,0,0,0,1,1,6.678,59.9500,-160.2917,0,0,0,3/11/17,17,,,,
TOGIAK NWR MAR 2017,2017,spring,5956-16010,54,L,LOW,0,0,5956-16010,18,0,0,0,0,1,6.678,59.9500,-160.2083,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5956-16005,55,L,LOW,0,0,5956-16005,18,0,0,0,0,1,6.678,59.9500,-160.1250,0,0,0,,,,,,
TOGIAK NWR MAR 2017,2017,spring,5956-16000,56,L,LOW,0,0,5956-16000,18,0,0,0,0,1,6.678,59.9500,-160.0417,0,0,0,,,,,,
